"","geo","date","hits_Weather","State","Abrev","FIPS","year","month","hits_Forecast","hits_Temperature","hits_NOAA","hits_Dogs","hits_Headache"
"5846","US-OR",2011-02-01,53,"Oregon","OR",41,"2011","02",55,56,81,57,43
"5847","US-OR",2011-03-01,32,"Oregon","OR",41,"2011","03",44,33,49,54,33
"5848","US-OR",2011-04-01,33,"Oregon","OR",41,"2011","04",41,47,33,62,31
"5849","US-OR",2011-05-01,39,"Oregon","OR",41,"2011","05",48,41,45,61,34
"5850","US-OR",2011-06-01,39,"Oregon","OR",41,"2011","06",45,45,41,64,38
"5851","US-OR",2011-07-01,38,"Oregon","OR",41,"2011","07",41,55,46,68,25
"5852","US-OR",2011-08-01,30,"Oregon","OR",41,"2011","08",29,39,37,62,48
"5853","US-OR",2011-09-01,31,"Oregon","OR",41,"2011","09",34,38,43,69,30
"5854","US-OR",2011-10-01,28,"Oregon","OR",41,"2011","10",34,44,31,60,42
"5855","US-OR",2011-11-01,28,"Oregon","OR",41,"2011","11",36,56,43,55,35
"5856","US-OR",2011-12-01,27,"Oregon","OR",41,"2011","12",32,42,37,66,29
"5857","US-OR",2012-01-01,45,"Oregon","OR",41,"2012","01",49,48,69,59,37
"5858","US-OR",2012-02-01,27,"Oregon","OR",41,"2012","02",33,39,41,70,37
"5859","US-OR",2012-03-01,41,"Oregon","OR",41,"2012","03",44,45,45,60,45
"5860","US-OR",2012-04-01,34,"Oregon","OR",41,"2012","04",40,48,40,59,41
"5861","US-OR",2012-05-01,35,"Oregon","OR",41,"2012","05",50,50,42,64,37
"5862","US-OR",2012-06-01,41,"Oregon","OR",41,"2012","06",53,39,49,62,44
"5863","US-OR",2012-07-01,34,"Oregon","OR",41,"2012","07",38,53,37,75,40
"5864","US-OR",2012-08-01,33,"Oregon","OR",41,"2012","08",42,55,46,75,36
"5865","US-OR",2012-09-01,25,"Oregon","OR",41,"2012","09",37,45,26,63,39
"5866","US-OR",2012-10-01,31,"Oregon","OR",41,"2012","10",36,46,46,63,34
"5867","US-OR",2012-11-01,28,"Oregon","OR",41,"2012","11",30,51,48,59,58
"5868","US-OR",2012-12-01,37,"Oregon","OR",41,"2012","12",39,54,49,67,33
"5869","US-OR",2013-01-01,34,"Oregon","OR",41,"2013","01",34,58,46,73,38
"5870","US-OR",2013-02-01,23,"Oregon","OR",41,"2013","02",24,63,44,66,46
"5871","US-OR",2013-03-01,30,"Oregon","OR",41,"2013","03",38,48,38,61,57
"5872","US-OR",2013-04-01,31,"Oregon","OR",41,"2013","04",40,46,33,65,41
"5873","US-OR",2013-05-01,38,"Oregon","OR",41,"2013","05",47,56,43,74,48
"5874","US-OR",2013-06-01,36,"Oregon","OR",41,"2013","06",49,51,35,75,40
"5875","US-OR",2013-07-01,18,"Oregon","OR",41,"2013","07",21,36,21,41,21
"5876","US-OR",2013-08-01,19,"Oregon","OR",41,"2013","08",24,23,24,41,35
"5877","US-OR",2013-09-01,22,"Oregon","OR",41,"2013","09",24,28,26,32,19
"5878","US-OR",2013-10-01,14,"Oregon","OR",41,"2013","10",16,27,12,29,22
"5879","US-OR",2013-11-01,14,"Oregon","OR",41,"2013","11",16,31,18,31,21
"5880","US-OR",2013-12-01,32,"Oregon","OR",41,"2013","12",31,47,45,38,23
"5881","US-OR",2014-01-01,19,"Oregon","OR",41,"2014","01",23,36,23,39,25
"5882","US-OR",2014-02-01,32,"Oregon","OR",41,"2014","02",33,42,46,36,31
"5883","US-OR",2014-03-01,36,"Oregon","OR",41,"2014","03",43,46,37,69,46
"5884","US-OR",2014-04-01,24,"Oregon","OR",41,"2014","04",26,34,26,51,24
"5885","US-OR",2014-05-01,27,"Oregon","OR",41,"2014","05",32,40,21,56,32
"5886","US-OR",2014-06-01,22,"Oregon","OR",41,"2014","06",25,33,21,54,32
"5887","US-OR",2014-07-01,28,"Oregon","OR",41,"2014","07",31,42,28,47,31
"5888","US-OR",2014-08-01,24,"Oregon","OR",41,"2014","08",27,29,26,47,30
"5889","US-OR",2014-09-01,23,"Oregon","OR",41,"2014","09",26,30,23,46,24
"5890","US-OR",2014-10-01,17,"Oregon","OR",41,"2014","10",19,28,26,35,27
"5891","US-OR",2014-11-01,28,"Oregon","OR",41,"2014","11",23,43,31,33,19
"5892","US-OR",2014-12-01,21,"Oregon","OR",41,"2014","12",24,36,28,35,36
"5893","US-OR",2015-01-01,17,"Oregon","OR",41,"2015","01",17,34,23,36,34
"5894","US-OR",2015-02-01,17,"Oregon","OR",41,"2015","02",21,32,19,42,32
"5895","US-OR",2015-03-01,20,"Oregon","OR",41,"2015","03",21,32,17,40,24
"5896","US-OR",2015-04-01,21,"Oregon","OR",41,"2015","04",21,31,18,40,30
"5897","US-OR",2015-05-01,30,"Oregon","OR",41,"2015","05",34,50,26,53,32
"5898","US-OR",2015-06-01,40,"Oregon","OR",41,"2015","06",40,79,34,77,39
"5899","US-OR",2015-07-01,43,"Oregon","OR",41,"2015","07",41,81,37,81,38
"5900","US-OR",2015-08-01,43,"Oregon","OR",41,"2015","08",46,74,48,78,54
"5901","US-OR",2015-09-01,40,"Oregon","OR",41,"2015","09",46,58,21,74,49
"5902","US-OR",2015-10-01,37,"Oregon","OR",41,"2015","10",37,54,36,72,46
"5903","US-OR",2015-11-01,44,"Oregon","OR",41,"2015","11",45,89,47,75,42
"5904","US-OR",2015-12-01,55,"Oregon","OR",41,"2015","12",54,70,80,76,45
"5905","US-OR",2016-01-01,48,"Oregon","OR",41,"2016","01",43,74,46,77,50
"5906","US-OR",2016-02-01,31,"Oregon","OR",41,"2016","02",34,53,33,77,50
"5907","US-OR",2016-03-01,39,"Oregon","OR",41,"2016","03",41,64,34,75,57
"5908","US-OR",2016-04-01,45,"Oregon","OR",41,"2016","04",42,58,38,77,53
"5909","US-OR",2016-05-01,47,"Oregon","OR",41,"2016","05",48,63,39,85,60
"5910","US-OR",2016-06-01,53,"Oregon","OR",41,"2016","06",53,84,31,89,43
"5911","US-OR",2016-07-01,42,"Oregon","OR",41,"2016","07",39,62,23,89,47
"5912","US-OR",2016-08-01,42,"Oregon","OR",41,"2016","08",38,72,25,87,50
"5913","US-OR",2016-09-01,33,"Oregon","OR",41,"2016","09",35,48,22,70,43
"5914","US-OR",2016-10-01,53,"Oregon","OR",41,"2016","10",50,49,45,67,50
"5915","US-OR",2016-11-01,37,"Oregon","OR",41,"2016","11",37,66,29,81,53
"5916","US-OR",2016-12-01,100,"Oregon","OR",41,"2016","12",100,93,100,88,66
"5917","US-OR",2017-01-01,100,"Oregon","OR",41,"2017","01",93,100,89,79,51
"5918","US-OR",2017-02-01,61,"Oregon","OR",41,"2017","02",52,67,65,84,58
"5919","US-OR",2017-03-01,43,"Oregon","OR",41,"2017","03",40,54,41,84,60
"5920","US-OR",2017-04-01,45,"Oregon","OR",41,"2017","04",37,60,28,80,83
"5921","US-OR",2017-05-01,54,"Oregon","OR",41,"2017","05",46,67,32,82,65
"5922","US-OR",2017-06-01,52,"Oregon","OR",41,"2017","06",51,85,32,87,60
"5923","US-OR",2017-07-01,39,"Oregon","OR",41,"2017","07",32,77,18,100,55
"5924","US-OR",2017-08-01,49,"Oregon","OR",41,"2017","08",47,86,32,86,52
"5925","US-OR",2017-09-01,49,"Oregon","OR",41,"2017","09",49,61,45,76,52
"5926","US-OR",2017-10-01,39,"Oregon","OR",41,"2017","10",39,66,28,80,60
"5927","US-OR",2017-11-01,37,"Oregon","OR",41,"2017","11",34,75,26,83,60
"5928","US-OR",2017-12-01,51,"Oregon","OR",41,"2017","12",55,76,40,92,57
"5929","US-PA",2005-01-01,30,"Pennsylvania","PA",42,"2005","01",18,48,32,45,8
"5930","US-PA",2005-02-01,22,"Pennsylvania","PA",42,"2005","02",18,52,22,56,24
"5931","US-PA",2005-03-01,18,"Pennsylvania","PA",42,"2005","03",12,39,12,57,41
"5932","US-PA",2005-04-01,17,"Pennsylvania","PA",42,"2005","04",29,35,14,44,38
"5933","US-PA",2005-05-01,25,"Pennsylvania","PA",42,"2005","05",17,38,13,47,64
"5934","US-PA",2005-06-01,19,"Pennsylvania","PA",42,"2005","06",11,32,21,60,61
"5935","US-PA",2005-07-01,23,"Pennsylvania","PA",42,"2005","07",16,32,28,54,53
"5936","US-PA",2005-08-01,23,"Pennsylvania","PA",42,"2005","08",19,33,29,55,28
"5937","US-PA",2005-09-01,20,"Pennsylvania","PA",42,"2005","09",17,40,31,45,31
"5938","US-PA",2005-10-01,26,"Pennsylvania","PA",42,"2005","10",18,52,31,47,17
"5939","US-PA",2005-11-01,23,"Pennsylvania","PA",42,"2005","11",13,38,11,58,17
"5940","US-PA",2005-12-01,32,"Pennsylvania","PA",42,"2005","12",20,57,25,49,32
"5941","US-PA",2006-01-01,21,"Pennsylvania","PA",42,"2006","01",15,63,16,46,19
"5942","US-PA",2006-02-01,24,"Pennsylvania","PA",42,"2006","02",10,61,18,49,40
"5943","US-PA",2006-03-01,26,"Pennsylvania","PA",42,"2006","03",15,52,12,43,30
"5944","US-PA",2006-04-01,27,"Pennsylvania","PA",42,"2006","04",19,50,13,55,37
"5945","US-PA",2006-05-01,28,"Pennsylvania","PA",42,"2006","05",16,45,21,59,14
"5946","US-PA",2006-06-01,33,"Pennsylvania","PA",42,"2006","06",26,35,31,53,48
"5947","US-PA",2006-07-01,28,"Pennsylvania","PA",42,"2006","07",11,36,24,48,14
"5948","US-PA",2006-08-01,28,"Pennsylvania","PA",42,"2006","08",14,39,24,49,39
"5949","US-PA",2006-09-01,28,"Pennsylvania","PA",42,"2006","09",18,32,19,47,41
"5950","US-PA",2006-10-01,27,"Pennsylvania","PA",42,"2006","10",17,27,25,49,33
"5951","US-PA",2006-11-01,23,"Pennsylvania","PA",42,"2006","11",17,35,20,53,40
"5952","US-PA",2006-12-01,26,"Pennsylvania","PA",42,"2006","12",15,43,12,55,48
"5953","US-PA",2007-01-01,35,"Pennsylvania","PA",42,"2007","01",23,43,24,51,36
"5954","US-PA",2007-02-01,48,"Pennsylvania","PA",42,"2007","02",21,49,52,50,23
"5955","US-PA",2007-03-01,39,"Pennsylvania","PA",42,"2007","03",18,30,20,51,33
"5956","US-PA",2007-04-01,40,"Pennsylvania","PA",42,"2007","04",23,38,24,47,40
"5957","US-PA",2007-05-01,33,"Pennsylvania","PA",42,"2007","05",23,35,22,59,38
"5958","US-PA",2007-06-01,32,"Pennsylvania","PA",42,"2007","06",18,34,25,51,29
"5959","US-PA",2007-07-01,34,"Pennsylvania","PA",42,"2007","07",17,26,27,50,44
"5960","US-PA",2007-08-01,33,"Pennsylvania","PA",42,"2007","08",19,27,27,55,42
"5961","US-PA",2007-09-01,26,"Pennsylvania","PA",42,"2007","09",18,44,22,48,38
"5962","US-PA",2007-10-01,28,"Pennsylvania","PA",42,"2007","10",17,36,20,47,17
"5963","US-PA",2007-11-01,28,"Pennsylvania","PA",42,"2007","11",14,32,20,49,29
"5964","US-PA",2007-12-01,40,"Pennsylvania","PA",42,"2007","12",23,38,31,46,41
"5965","US-PA",2008-01-01,33,"Pennsylvania","PA",42,"2008","01",19,46,21,51,35
"5966","US-PA",2008-02-01,43,"Pennsylvania","PA",42,"2008","02",24,48,25,47,30
"5967","US-PA",2008-03-01,35,"Pennsylvania","PA",42,"2008","03",22,35,17,55,34
"5968","US-PA",2008-04-01,33,"Pennsylvania","PA",42,"2008","04",22,39,16,50,16
"5969","US-PA",2008-05-01,41,"Pennsylvania","PA",42,"2008","05",26,31,35,54,27
"5970","US-PA",2008-06-01,44,"Pennsylvania","PA",42,"2008","06",33,35,21,48,31
"5971","US-PA",2008-07-01,35,"Pennsylvania","PA",42,"2008","07",22,42,29,55,25
"5972","US-PA",2008-08-01,33,"Pennsylvania","PA",42,"2008","08",34,27,33,52,49
"5973","US-PA",2008-09-01,39,"Pennsylvania","PA",42,"2008","09",51,43,51,49,24
"5974","US-PA",2008-10-01,29,"Pennsylvania","PA",42,"2008","10",32,51,18,44,42
"5975","US-PA",2008-11-01,27,"Pennsylvania","PA",42,"2008","11",25,44,15,59,40
"5976","US-PA",2008-12-01,38,"Pennsylvania","PA",42,"2008","12",24,36,31,49,33
"5977","US-PA",2009-01-01,45,"Pennsylvania","PA",42,"2009","01",22,48,39,62,43
"5978","US-PA",2009-02-01,32,"Pennsylvania","PA",42,"2009","02",24,43,26,57,45
"5979","US-PA",2009-03-01,34,"Pennsylvania","PA",42,"2009","03",21,39,23,52,31
"5980","US-PA",2009-04-01,35,"Pennsylvania","PA",42,"2009","04",25,39,24,60,56
"5981","US-PA",2009-05-01,36,"Pennsylvania","PA",42,"2009","05",34,36,16,66,38
"5982","US-PA",2009-06-01,38,"Pennsylvania","PA",42,"2009","06",37,45,22,64,43
"5983","US-PA",2009-07-01,32,"Pennsylvania","PA",42,"2009","07",31,38,33,62,53
"5984","US-PA",2009-08-01,35,"Pennsylvania","PA",42,"2009","08",38,32,44,66,39
"5985","US-PA",2009-09-01,27,"Pennsylvania","PA",42,"2009","09",24,47,27,62,51
"5986","US-PA",2009-10-01,32,"Pennsylvania","PA",42,"2009","10",39,49,30,60,51
"5987","US-PA",2009-11-01,23,"Pennsylvania","PA",42,"2009","11",26,48,21,68,36
"5988","US-PA",2009-12-01,43,"Pennsylvania","PA",42,"2009","12",49,43,54,57,41
"5989","US-PA",2010-01-01,33,"Pennsylvania","PA",42,"2010","01",34,52,39,59,46
"5990","US-PA",2010-02-01,72,"Pennsylvania","PA",42,"2010","02",84,48,71,50,45
"5991","US-PA",2010-03-01,30,"Pennsylvania","PA",42,"2010","03",35,48,26,58,40
"5992","US-PA",2010-04-01,32,"Pennsylvania","PA",42,"2010","04",32,49,23,55,51
"5993","US-PA",2010-05-01,37,"Pennsylvania","PA",42,"2010","05",44,42,36,56,38
"5994","US-PA",2010-06-01,39,"Pennsylvania","PA",42,"2010","06",47,42,28,53,47
"5995","US-PA",2010-07-01,38,"Pennsylvania","PA",42,"2010","07",44,54,33,59,52
"5996","US-PA",2010-08-01,32,"Pennsylvania","PA",42,"2010","08",33,36,45,55,28
"5997","US-PA",2010-09-01,43,"Pennsylvania","PA",42,"2010","09",47,39,45,53,55
"5998","US-PA",2010-10-01,34,"Pennsylvania","PA",42,"2010","10",37,47,24,57,62
"5999","US-PA",2010-11-01,27,"Pennsylvania","PA",42,"2010","11",32,61,25,61,51
"6000","US-PA",2010-12-01,51,"Pennsylvania","PA",42,"2010","12",61,57,53,54,39
"6001","US-PA",2011-01-01,77,"Pennsylvania","PA",42,"2011","01",95,50,100,57,54
"6002","US-PA",2011-02-01,51,"Pennsylvania","PA",42,"2011","02",53,47,56,57,42
"6003","US-PA",2011-03-01,44,"Pennsylvania","PA",42,"2011","03",46,44,34,56,65
"6004","US-PA",2011-04-01,54,"Pennsylvania","PA",42,"2011","04",40,38,40,55,54
"6005","US-PA",2011-05-01,50,"Pennsylvania","PA",42,"2011","05",38,44,37,60,48
"6006","US-PA",2011-06-01,48,"Pennsylvania","PA",42,"2011","06",45,42,40,64,43
"6007","US-PA",2011-07-01,41,"Pennsylvania","PA",42,"2011","07",38,48,38,68,68
"6008","US-PA",2011-08-01,58,"Pennsylvania","PA",42,"2011","08",64,30,67,63,60
"6009","US-PA",2011-09-01,51,"Pennsylvania","PA",42,"2011","09",53,40,48,63,52
"6010","US-PA",2011-10-01,43,"Pennsylvania","PA",42,"2011","10",46,51,24,64,60
"6011","US-PA",2011-11-01,29,"Pennsylvania","PA",42,"2011","11",28,53,15,62,47
"6012","US-PA",2011-12-01,30,"Pennsylvania","PA",42,"2011","12",28,51,29,63,61
"6013","US-PA",2012-01-01,39,"Pennsylvania","PA",42,"2012","01",43,50,30,65,71
"6014","US-PA",2012-02-01,34,"Pennsylvania","PA",42,"2012","02",40,57,23,64,65
"6015","US-PA",2012-03-01,39,"Pennsylvania","PA",42,"2012","03",44,48,25,63,55
"6016","US-PA",2012-04-01,43,"Pennsylvania","PA",42,"2012","04",38,48,27,65,61
"6017","US-PA",2012-05-01,44,"Pennsylvania","PA",42,"2012","05",45,50,38,68,53
"6018","US-PA",2012-06-01,45,"Pennsylvania","PA",42,"2012","06",49,45,41,72,51
"6019","US-PA",2012-07-01,50,"Pennsylvania","PA",42,"2012","07",54,44,32,71,68
"6020","US-PA",2012-08-01,40,"Pennsylvania","PA",42,"2012","08",43,36,37,75,64
"6021","US-PA",2012-09-01,39,"Pennsylvania","PA",42,"2012","09",37,48,29,71,67
"6022","US-PA",2012-10-01,59,"Pennsylvania","PA",42,"2012","10",48,57,68,63,63
"6023","US-PA",2012-11-01,31,"Pennsylvania","PA",42,"2012","11",32,59,22,75,42
"6024","US-PA",2012-12-01,41,"Pennsylvania","PA",42,"2012","12",39,55,33,68,53
"6025","US-PA",2013-01-01,42,"Pennsylvania","PA",42,"2013","01",36,64,43,65,76
"6026","US-PA",2013-02-01,52,"Pennsylvania","PA",42,"2013","02",46,57,57,62,66
"6027","US-PA",2013-03-01,48,"Pennsylvania","PA",42,"2013","03",43,57,43,65,73
"6028","US-PA",2013-04-01,44,"Pennsylvania","PA",42,"2013","04",41,57,19,70,71
"6029","US-PA",2013-05-01,49,"Pennsylvania","PA",42,"2013","05",46,54,28,68,61
"6030","US-PA",2013-06-01,61,"Pennsylvania","PA",42,"2013","06",47,49,41,79,64
"6031","US-PA",2013-07-01,48,"Pennsylvania","PA",42,"2013","07",41,48,32,73,66
"6032","US-PA",2013-08-01,40,"Pennsylvania","PA",42,"2013","08",40,41,23,69,67
"6033","US-PA",2013-09-01,38,"Pennsylvania","PA",42,"2013","09",36,56,23,68,66
"6034","US-PA",2013-10-01,39,"Pennsylvania","PA",42,"2013","10",33,57,24,66,60
"6035","US-PA",2013-11-01,42,"Pennsylvania","PA",42,"2013","11",33,61,26,70,62
"6036","US-PA",2013-12-01,60,"Pennsylvania","PA",42,"2013","12",57,64,61,69,60
"6037","US-PA",2014-01-01,81,"Pennsylvania","PA",42,"2014","01",71,100,53,76,61
"6038","US-PA",2014-02-01,100,"Pennsylvania","PA",42,"2014","02",100,69,90,72,72
"6039","US-PA",2014-03-01,63,"Pennsylvania","PA",42,"2014","03",54,60,48,70,67
"6040","US-PA",2014-04-01,49,"Pennsylvania","PA",42,"2014","04",41,59,23,73,67
"6041","US-PA",2014-05-01,56,"Pennsylvania","PA",42,"2014","05",46,50,25,88,67
"6042","US-PA",2014-06-01,49,"Pennsylvania","PA",42,"2014","06",37,53,35,86,67
"6043","US-PA",2014-07-01,52,"Pennsylvania","PA",42,"2014","07",38,52,45,84,75
"6044","US-PA",2014-08-01,47,"Pennsylvania","PA",42,"2014","08",38,36,30,80,77
"6045","US-PA",2014-09-01,41,"Pennsylvania","PA",42,"2014","09",36,54,22,73,70
"6046","US-PA",2014-10-01,42,"Pennsylvania","PA",42,"2014","10",31,62,24,73,71
"6047","US-PA",2014-11-01,51,"Pennsylvania","PA",42,"2014","11",43,79,41,71,75
"6048","US-PA",2014-12-01,41,"Pennsylvania","PA",42,"2014","12",32,63,31,69,66
"6049","US-PA",2015-01-01,76,"Pennsylvania","PA",42,"2015","01",62,78,67,72,80
"6050","US-PA",2015-02-01,79,"Pennsylvania","PA",42,"2015","02",62,85,56,73,65
"6051","US-PA",2015-03-01,62,"Pennsylvania","PA",42,"2015","03",51,71,41,73,83
"6052","US-PA",2015-04-01,53,"Pennsylvania","PA",42,"2015","04",40,67,25,71,67
"6053","US-PA",2015-05-01,53,"Pennsylvania","PA",42,"2015","05",44,67,26,79,75
"6054","US-PA",2015-06-01,67,"Pennsylvania","PA",42,"2015","06",56,56,37,79,78
"6055","US-PA",2015-07-01,52,"Pennsylvania","PA",42,"2015","07",40,54,27,91,95
"6056","US-PA",2015-08-01,40,"Pennsylvania","PA",42,"2015","08",32,49,22,86,78
"6057","US-PA",2015-09-01,45,"Pennsylvania","PA",42,"2015","09",36,61,24,72,72
"6058","US-PA",2015-10-01,50,"Pennsylvania","PA",42,"2015","10",43,69,28,76,79
"6059","US-PA",2015-11-01,39,"Pennsylvania","PA",42,"2015","11",36,74,16,76,86
"6060","US-PA",2015-12-01,40,"Pennsylvania","PA",42,"2015","12",39,77,13,76,83
"6061","US-PA",2016-01-01,79,"Pennsylvania","PA",42,"2016","01",92,79,38,82,91
"6062","US-PA",2016-02-01,63,"Pennsylvania","PA",42,"2016","02",63,74,29,79,85
"6063","US-PA",2016-03-01,52,"Pennsylvania","PA",42,"2016","03",43,67,14,77,98
"6064","US-PA",2016-04-01,58,"Pennsylvania","PA",42,"2016","04",45,67,19,81,87
"6065","US-PA",2016-05-01,68,"Pennsylvania","PA",42,"2016","05",66,65,24,82,71
"6066","US-PA",2016-06-01,62,"Pennsylvania","PA",42,"2016","06",66,55,24,87,73
"6067","US-PA",2016-07-01,61,"Pennsylvania","PA",42,"2016","07",51,56,23,94,70
"6068","US-PA",2016-08-01,49,"Pennsylvania","PA",42,"2016","08",38,49,24,85,79
"6069","US-PA",2016-09-01,51,"Pennsylvania","PA",42,"2016","09",43,55,25,83,88
"6070","US-PA",2016-10-01,54,"Pennsylvania","PA",42,"2016","10",42,67,34,76,87
"6071","US-PA",2016-11-01,39,"Pennsylvania","PA",42,"2016","11",36,75,10,87,84
"6072","US-PA",2016-12-01,55,"Pennsylvania","PA",42,"2016","12",53,84,23,90,84
"6073","US-PA",2017-01-01,59,"Pennsylvania","PA",42,"2017","01",47,77,25,90,84
"6074","US-PA",2017-02-01,59,"Pennsylvania","PA",42,"2017","02",45,77,22,82,91
"6075","US-PA",2017-03-01,76,"Pennsylvania","PA",42,"2017","03",65,66,34,82,91
"6076","US-PA",2017-04-01,63,"Pennsylvania","PA",42,"2017","04",50,73,13,88,82
"6077","US-PA",2017-05-01,74,"Pennsylvania","PA",42,"2017","05",67,64,25,88,81
"6078","US-PA",2017-06-01,73,"Pennsylvania","PA",42,"2017","06",59,63,27,92,80
"6079","US-PA",2017-07-01,71,"Pennsylvania","PA",42,"2017","07",49,62,27,100,90
"6080","US-PA",2017-08-01,65,"Pennsylvania","PA",42,"2017","08",47,51,23,91,98
"6081","US-PA",2017-09-01,62,"Pennsylvania","PA",42,"2017","09",45,61,58,85,97
"6082","US-PA",2017-10-01,58,"Pennsylvania","PA",42,"2017","10",42,67,15,86,81
"6083","US-PA",2017-11-01,48,"Pennsylvania","PA",42,"2017","11",32,86,14,91,100
"6084","US-PA",2017-12-01,65,"Pennsylvania","PA",42,"2017","12",51,82,26,96,92
"6085","US-RI",2005-01-01,35,"Rhode Island","RI",44,"2005","01",15,0,16,44,32
"6086","US-RI",2005-02-01,17,"Rhode Island","RI",44,"2005","02",23,77,16,59,0
"6087","US-RI",2005-03-01,23,"Rhode Island","RI",44,"2005","03",25,64,26,49,0
"6088","US-RI",2005-04-01,16,"Rhode Island","RI",44,"2005","04",0,29,15,63,31
"6089","US-RI",2005-05-01,24,"Rhode Island","RI",44,"2005","05",31,26,26,37,27
"6090","US-RI",2005-06-01,26,"Rhode Island","RI",44,"2005","06",14,29,30,63,0
"6091","US-RI",2005-07-01,25,"Rhode Island","RI",44,"2005","07",7,15,45,69,31
"6092","US-RI",2005-08-01,25,"Rhode Island","RI",44,"2005","08",34,14,72,67,0
"6093","US-RI",2005-09-01,24,"Rhode Island","RI",44,"2005","09",6,47,0,45,100
"6094","US-RI",2005-10-01,25,"Rhode Island","RI",44,"2005","10",16,64,22,36,23
"6095","US-RI",2005-11-01,21,"Rhode Island","RI",44,"2005","11",11,22,0,74,71
"6096","US-RI",2005-12-01,24,"Rhode Island","RI",44,"2005","12",5,31,32,74,0
"6097","US-RI",2006-01-01,22,"Rhode Island","RI",44,"2006","01",9,29,0,73,20
"6098","US-RI",2006-02-01,24,"Rhode Island","RI",44,"2006","02",23,86,20,59,40
"6099","US-RI",2006-03-01,15,"Rhode Island","RI",44,"2006","03",8,17,27,53,37
"6100","US-RI",2006-04-01,20,"Rhode Island","RI",44,"2006","04",9,36,9,51,19
"6101","US-RI",2006-05-01,29,"Rhode Island","RI",44,"2006","05",25,86,18,57,36
"6102","US-RI",2006-06-01,36,"Rhode Island","RI",44,"2006","06",41,28,29,36,0
"6103","US-RI",2006-07-01,27,"Rhode Island","RI",44,"2006","07",45,19,10,84,20
"6104","US-RI",2006-08-01,28,"Rhode Island","RI",44,"2006","08",21,26,9,82,55
"6105","US-RI",2006-09-01,29,"Rhode Island","RI",44,"2006","09",8,40,33,34,17
"6106","US-RI",2006-10-01,30,"Rhode Island","RI",44,"2006","10",14,29,22,31,0
"6107","US-RI",2006-11-01,21,"Rhode Island","RI",44,"2006","11",14,37,15,45,31
"6108","US-RI",2006-12-01,29,"Rhode Island","RI",44,"2006","12",22,60,8,61,0
"6109","US-RI",2007-01-01,34,"Rhode Island","RI",44,"2007","01",10,28,36,56,15
"6110","US-RI",2007-02-01,43,"Rhode Island","RI",44,"2007","02",14,50,58,57,0
"6111","US-RI",2007-03-01,29,"Rhode Island","RI",44,"2007","03",13,38,7,46,14
"6112","US-RI",2007-04-01,33,"Rhode Island","RI",44,"2007","04",31,44,26,36,13
"6113","US-RI",2007-05-01,40,"Rhode Island","RI",44,"2007","05",24,19,13,41,0
"6114","US-RI",2007-06-01,30,"Rhode Island","RI",44,"2007","06",29,37,45,56,31
"6115","US-RI",2007-07-01,39,"Rhode Island","RI",44,"2007","07",32,0,27,46,0
"6116","US-RI",2007-08-01,35,"Rhode Island","RI",44,"2007","08",9,39,53,27,14
"6117","US-RI",2007-09-01,31,"Rhode Island","RI",44,"2007","09",38,42,12,17,0
"6118","US-RI",2007-10-01,24,"Rhode Island","RI",44,"2007","10",21,60,17,21,35
"6119","US-RI",2007-11-01,28,"Rhode Island","RI",44,"2007","11",24,66,17,76,12
"6120","US-RI",2007-12-01,41,"Rhode Island","RI",44,"2007","12",25,23,23,49,36
"6121","US-RI",2008-01-01,34,"Rhode Island","RI",44,"2008","01",13,48,27,56,23
"6122","US-RI",2008-02-01,33,"Rhode Island","RI",44,"2008","02",24,43,22,61,34
"6123","US-RI",2008-03-01,35,"Rhode Island","RI",44,"2008","03",7,30,5,43,21
"6124","US-RI",2008-04-01,30,"Rhode Island","RI",44,"2008","04",12,36,26,44,11
"6125","US-RI",2008-05-01,42,"Rhode Island","RI",44,"2008","05",46,26,32,52,56
"6126","US-RI",2008-06-01,43,"Rhode Island","RI",44,"2008","06",23,23,18,50,0
"6127","US-RI",2008-07-01,41,"Rhode Island","RI",44,"2008","07",35,50,23,42,0
"6128","US-RI",2008-08-01,42,"Rhode Island","RI",44,"2008","08",27,33,51,47,12
"6129","US-RI",2008-09-01,40,"Rhode Island","RI",44,"2008","09",29,50,42,39,10
"6130","US-RI",2008-10-01,24,"Rhode Island","RI",44,"2008","10",41,22,18,48,19
"6131","US-RI",2008-11-01,25,"Rhode Island","RI",44,"2008","11",17,44,20,62,20
"6132","US-RI",2008-12-01,42,"Rhode Island","RI",44,"2008","12",32,42,19,51,10
"6133","US-RI",2009-01-01,46,"Rhode Island","RI",44,"2009","01",25,28,10,57,39
"6134","US-RI",2009-02-01,30,"Rhode Island","RI",44,"2009","02",14,43,15,51,20
"6135","US-RI",2009-03-01,27,"Rhode Island","RI",44,"2009","03",16,67,22,52,18
"6136","US-RI",2009-04-01,30,"Rhode Island","RI",44,"2009","04",30,44,18,40,9
"6137","US-RI",2009-05-01,38,"Rhode Island","RI",44,"2009","05",36,37,14,53,10
"6138","US-RI",2009-06-01,43,"Rhode Island","RI",44,"2009","06",46,44,30,56,21
"6139","US-RI",2009-07-01,56,"Rhode Island","RI",44,"2009","07",47,15,37,51,22
"6140","US-RI",2009-08-01,41,"Rhode Island","RI",44,"2009","08",30,40,73,55,32
"6141","US-RI",2009-09-01,28,"Rhode Island","RI",44,"2009","09",24,45,14,30,19
